entity_id,issue_code,issue_label,policy_category,weight,source
firm_7257,TAX,Taxation,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_682,TAX,Taxation,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_5357,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_75557,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_18466,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_314237,TAX,Taxation,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_401104288,GOV,Government operations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_313715,TAX,Taxation,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_30906,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_284950,TAX,Taxation,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_400976792,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_400534596,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_8453,DEF,Defense,Defense & Security,1.0,raw_issue_codes_or_propagated_profile
firm_20744,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_400531586,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_32098,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_401108853,CIV,Civil rights and liberties,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_39837,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_313271,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_1171,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_401104313,ENG,Energy,Energy & Environment,1.0,raw_issue_codes_or_propagated_profile
firm_41454,TAX,Taxation,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_304736,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_65976,TAX,Taxation,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_11195,TRD,Trade,Trade & Tariffs,1.0,raw_issue_codes_or_propagated_profile
firm_400774330,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_401103500,TAX,Taxation,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_48827,TAX,Taxation,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_401103523,TAX,Taxation,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_308775,TRD,Trade,Trade & Tariffs,1.0,raw_issue_codes_or_propagated_profile
firm_2057,CPT,Consumer protection,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_70175,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_18422,TAX,Taxation,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_60550,DEF,Defense,Defense & Security,1.0,raw_issue_codes_or_propagated_profile
firm_39941,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_76855,DEF,Defense,Defense & Security,1.0,raw_issue_codes_or_propagated_profile
firm_296271,FIN,Finance,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_4301,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_1182,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_6837,ENG,Energy,Energy & Environment,1.0,raw_issue_codes_or_propagated_profile
firm_86196,TAX,Taxation,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_65191,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_320918,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_76992,TAX,Taxation,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_12675,TRD,Trade,Trade & Tariffs,1.0,raw_issue_codes_or_propagated_profile
firm_36710,TAX,Taxation,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_401103321,MMM,Medicare/Medicaid/medical matters,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_401103475,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_293335,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_313511,DEF,Defense,Defense & Security,1.0,raw_issue_codes_or_propagated_profile
firm_401104734,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_22688,AGR,Agriculture,Agriculture & Food,1.0,raw_issue_codes_or_propagated_profile
firm_5153,DEF,Defense,Defense & Security,1.0,raw_issue_codes_or_propagated_profile
firm_16896,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_307730,TAX,Taxation,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_400532589,TAX,Taxation,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_84775,FIN,Finance,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_14451,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_22781,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_72111,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_401103938,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_400459252,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_401103834,TAX,Taxation,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_36105,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_400918672,TAX,Taxation,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_72053,MMM,Medicare/Medicaid/medical matters,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_400762305,MMM,Medicare/Medicaid/medical matters,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_57475,TAX,Taxation,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_400886595,DEF,Defense,Defense & Security,1.0,raw_issue_codes_or_propagated_profile
firm_76833,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_294930,TAX,Taxation,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_21632,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_401103565,TRD,Trade,Trade & Tariffs,1.0,raw_issue_codes_or_propagated_profile
firm_85071,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_401104718,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_10800,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_40013096,CPI,Consumer product safety,Technology,1.0,raw_issue_codes_or_propagated_profile
firm_401105417,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_24486,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_305054,FIN,Finance,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_15042,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_2194,DEF,Defense,Defense & Security,1.0,raw_issue_codes_or_propagated_profile
firm_401054971,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_35800,TAX,Taxation,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_54734,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_285871,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_401104646,FIN,Finance,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_41534,TRD,Trade,Trade & Tariffs,1.0,raw_issue_codes_or_propagated_profile
firm_5131,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_314911,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_286096,MMM,Medicare/Medicaid/medical matters,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_50796,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_401104322,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_401104556,ENG,Energy,Energy & Environment,1.0,raw_issue_codes_or_propagated_profile
firm_8316,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_8511,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_289773,AGR,Agriculture,Agriculture & Food,1.0,raw_issue_codes_or_propagated_profile
firm_292573,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_35230,TRD,Trade,Trade & Tariffs,1.0,raw_issue_codes_or_propagated_profile
firm_283696,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_4208,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_32008,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_6325,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_46038,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_401104641,ENG,Energy,Energy & Environment,1.0,raw_issue_codes_or_propagated_profile
firm_157,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_32486,TAX,Taxation,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_13836,DEF,Defense,Defense & Security,1.0,raw_issue_codes_or_propagated_profile
firm_5404,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_29777,DEF,Defense,Defense & Security,1.0,raw_issue_codes_or_propagated_profile
firm_12631,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_307114,TRD,Trade,Trade & Tariffs,1.0,raw_issue_codes_or_propagated_profile
firm_818,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_401104716,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_66773,EDU,Education,Labor & Education,1.0,raw_issue_codes_or_propagated_profile
firm_401106285,TRD,Trade,Trade & Tariffs,1.0,raw_issue_codes_or_propagated_profile
firm_401104684,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_401105159,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_284050,TEC,Technology,Technology,1.0,raw_issue_codes_or_propagated_profile
firm_30495,IND,Indian and tribal affairs,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_400605842,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_400458208,FIN,Finance,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_287771,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_400703105,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_401103493,CSP,Communications and spectrum,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_401103287,MMM,Medicare/Medicaid/medical matters,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_82135,ENG,Energy,Energy & Environment,1.0,raw_issue_codes_or_propagated_profile
firm_297294,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_401104703,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_401104428,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_35640,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_401104769,TAX,Taxation,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_401104100,ENG,Energy,Energy & Environment,1.0,raw_issue_codes_or_propagated_profile
firm_401103077,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_400693064,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_24123,TAX,Taxation,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_401105040,TRA,Transportation,Transportation,1.0,raw_issue_codes_or_propagated_profile
firm_401105068,FIN,Finance,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_400713141,HOU,Housing,Real Estate & Housing,1.0,raw_issue_codes_or_propagated_profile
firm_401109039,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_39815,NAT,Natural resources,Energy & Environment,1.0,raw_issue_codes_or_propagated_profile
firm_401104256,ENG,Energy,Energy & Environment,1.0,raw_issue_codes_or_propagated_profile
firm_297033,AGR,Agriculture,Agriculture & Food,1.0,raw_issue_codes_or_propagated_profile
firm_25306,TAX,Taxation,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_55291,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_321555,NAT,Natural resources,Energy & Environment,1.0,raw_issue_codes_or_propagated_profile
firm_40011081,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_401103295,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_401103550,TRA,Transportation,Transportation,1.0,raw_issue_codes_or_propagated_profile
firm_2718,FOR,Foreign relations,Trade & Tariffs,1.0,raw_issue_codes_or_propagated_profile
firm_25603,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_400923683,FIN,Finance,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_400685041,EDU,Education,Labor & Education,1.0,raw_issue_codes_or_propagated_profile
firm_73271,TRA,Transportation,Transportation,1.0,raw_issue_codes_or_propagated_profile
firm_49635,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_401105121,PHA,Pharmaceuticals,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_401104408,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_20881,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_401103235,TAX,Taxation,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_35002,DEF,Defense,Defense & Security,1.0,raw_issue_codes_or_propagated_profile
firm_400275281,MMM,Medicare/Medicaid/medical matters,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_401057986,TRA,Transportation,Transportation,1.0,raw_issue_codes_or_propagated_profile
firm_319756,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_400493431,TEC,Technology,Technology,1.0,raw_issue_codes_or_propagated_profile
firm_81511,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_306636,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_84673,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_401104906,TRA,Transportation,Transportation,1.0,raw_issue_codes_or_propagated_profile
firm_287394,TEC,Technology,Technology,1.0,raw_issue_codes_or_propagated_profile
firm_35707,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_401105148,FIN,Finance,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_63451,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_401104582,MMM,Medicare/Medicaid/medical matters,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_400711132,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_401105514,TEC,Technology,Technology,1.0,raw_issue_codes_or_propagated_profile
firm_17443,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_14223,NAT,Natural resources,Energy & Environment,1.0,raw_issue_codes_or_propagated_profile
firm_401106319,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_401103585,FOR,Foreign relations,Trade & Tariffs,1.0,raw_issue_codes_or_propagated_profile
firm_401046942,DEF,Defense,Defense & Security,1.0,raw_issue_codes_or_propagated_profile
firm_400599826,CPT,Consumer protection,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_401053970,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_305932,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_401105259,TRD,Trade,Trade & Tariffs,1.0,raw_issue_codes_or_propagated_profile
firm_90250,HCR,Healthcare,Healthcare,1.0,raw_issue_codes_or_propagated_profile
firm_400745228,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_400507495,IND,Indian and tribal affairs,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_79175,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_400348604,BUD,Budget and appropriations,Other / Multi-sector,1.0,raw_issue_codes_or_propagated_profile
firm_10764,TAX,Taxation,Finance,1.0,raw_issue_codes_or_propagated_profile
firm_286017,TRD,Trade,Trade & Tariffs,1.0,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,ACC,Accounting,Finance,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,AER,Aerospace,Other / Multi-sector,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,AGR,Agriculture,Agriculture & Food,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,AUT,Automotive,Other / Multi-sector,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,AVI,Aviation,Transportation,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,BAN,Banking,Finance,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,BNK,Bankruptcy,Other / Multi-sector,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,BUD,Budget and appropriations,Other / Multi-sector,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,CAW,Clean air and water,Energy & Environment,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,CDT,Commodity trading,Other / Multi-sector,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,CHM,Chemicals,Other / Multi-sector,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,CIV,Civil rights and liberties,Other / Multi-sector,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,CPI,Consumer product safety,Technology,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,CPT,Consumer protection,Other / Multi-sector,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,CSP,Communications and spectrum,Other / Multi-sector,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,DEF,Defense,Defense & Security,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,DIS,Disaster and emergency,Other / Multi-sector,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,ECN,Economics,Other / Multi-sector,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,EDU,Education,Labor & Education,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,ENG,Energy,Energy & Environment,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,ENV,Environment,Energy & Environment,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,FIN,Finance,Finance,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,FOO,Food industry,Agriculture & Food,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,FOR,Foreign relations,Trade & Tariffs,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,FUE,Fuel and gas,Energy & Environment,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,GOV,Government operations,Other / Multi-sector,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,HCR,Healthcare,Healthcare,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,HOM,Homeland security,Defense & Security,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,HOU,Housing,Real Estate & Housing,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,IMM,Immigration,Other / Multi-sector,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,IND,Indian and tribal affairs,Other / Multi-sector,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,INS,Insurance,Finance,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,LAW,Law enforcement,Other / Multi-sector,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,LBR,Labor and employment,Labor & Education,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,MAN,Manufacturing,Other / Multi-sector,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,MAR,Marine and fisheries,Transportation,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,MMM,Medicare/Medicaid/medical matters,Healthcare,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,NAT,Natural resources,Energy & Environment,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,POS,Postal service,Other / Multi-sector,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,RES,Research,Real Estate & Housing,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,RET,Retirement,Labor & Education,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,ROD,Roads and highways,Transportation,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,RRR,Railroads,Other / Multi-sector,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,SCI,Science and technology,Technology,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,SMB,Small business,Other / Multi-sector,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,TAR,Tariffs,Trade & Tariffs,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,TAX,Taxation,Finance,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,TEC,Technology,Technology,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,TOR,Torts,Other / Multi-sector,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,TOU,Tourism,Other / Multi-sector,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,TRA,Transportation,Transportation,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,TRD,Trade,Trade & Tariffs,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,TRU,Trucking,Transportation,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,URB,Urban development,Other / Multi-sector,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,UTI,Utilities,Other / Multi-sector,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,VET,Veterans,Other / Multi-sector,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,WAS,Waste management,Other / Multi-sector,0.017241,raw_issue_codes_or_propagated_profile
client_chamber-of-commerce-of-the-usa,WEL,Welfare,Other / Multi-sector,0.017241,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,AGR,Agriculture,Agriculture & Food,0.033333,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,BAN,Banking,Finance,0.033333,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,BUD,Budget and appropriations,Other / Multi-sector,0.033333,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,CIV,Civil rights and liberties,Other / Multi-sector,0.033333,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,DIS,Disaster and emergency,Other / Multi-sector,0.033333,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,ECN,Economics,Other / Multi-sector,0.033333,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,EDU,Education,Labor & Education,0.033333,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,ENG,Energy,Energy & Environment,0.033333,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,ENV,Environment,Energy & Environment,0.033333,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,FAM,Family issues,Other / Multi-sector,0.033333,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,FIN,Finance,Finance,0.033333,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,FOR,Foreign relations,Trade & Tariffs,0.033333,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,GOV,Government operations,Other / Multi-sector,0.033333,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,HCR,Healthcare,Healthcare,0.033333,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,HOM,Homeland security,Defense & Security,0.033333,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,HOU,Housing,Real Estate & Housing,0.033333,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,IMM,Immigration,Other / Multi-sector,0.033333,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,LAW,Law enforcement,Other / Multi-sector,0.033333,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,LBR,Labor and employment,Labor & Education,0.033333,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,MAN,Manufacturing,Other / Multi-sector,0.033333,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,RET,Retirement,Labor & Education,0.033333,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,SCI,Science and technology,Technology,0.033333,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,SMB,Small business,Other / Multi-sector,0.033333,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,TAX,Taxation,Finance,0.033333,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,TEC,Technology,Technology,0.033333,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,TOR,Torts,Other / Multi-sector,0.033333,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,TRA,Transportation,Transportation,0.033333,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,TRD,Trade,Trade & Tariffs,0.033333,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,UNM,Unclassified matters,Labor & Education,0.033333,raw_issue_codes_or_propagated_profile
client_business-roundtable-inc,WEL,Welfare,Other / Multi-sector,0.033333,raw_issue_codes_or_propagated_profile
