entity_id,issue_code,issue_label,policy_category,weight,source
lobbyist_59931,EDU,Education,Labor & Education,0.102721,raw_issue_codes_or_propagated_profile
lobbyist_59931,VET,Veterans,Other / Multi-sector,0.055102,raw_issue_codes_or_propagated_profile
lobbyist_59931,ENG,Energy,Energy & Environment,0.047619,raw_issue_codes_or_propagated_profile
lobbyist_59931,TRD,Trade,Trade & Tariffs,0.047619,raw_issue_codes_or_propagated_profile
lobbyist_59931,DEF,Defense,Defense & Security,0.038095,raw_issue_codes_or_propagated_profile
lobbyist_59931,GOV,Government operations,Other / Multi-sector,0.038095,raw_issue_codes_or_propagated_profile
lobbyist_59931,TEC,Technology,Technology,0.035714,raw_issue_codes_or_propagated_profile
lobbyist_59931,LAW,Law enforcement,Other / Multi-sector,0.034694,raw_issue_codes_or_propagated_profile
lobbyist_59931,LBR,Labor and employment,Labor & Education,0.034694,raw_issue_codes_or_propagated_profile
lobbyist_59931,IMM,Immigration,Other / Multi-sector,0.02381,raw_issue_codes_or_propagated_profile
lobbyist_62404,TAX,Taxation,Finance,0.108333,raw_issue_codes_or_propagated_profile
lobbyist_62404,AUT,Automotive,Other / Multi-sector,0.078704,raw_issue_codes_or_propagated_profile
lobbyist_62404,BUD,Budget and appropriations,Other / Multi-sector,0.078704,raw_issue_codes_or_propagated_profile
lobbyist_62404,TRA,Transportation,Transportation,0.078704,raw_issue_codes_or_propagated_profile
lobbyist_62404,FIN,Finance,Finance,0.066667,raw_issue_codes_or_propagated_profile
lobbyist_62404,HCR,Healthcare,Healthcare,0.066667,raw_issue_codes_or_propagated_profile
lobbyist_62404,INS,Insurance,Finance,0.066667,raw_issue_codes_or_propagated_profile
lobbyist_62404,MMM,Medicare/Medicaid/medical matters,Healthcare,0.066667,raw_issue_codes_or_propagated_profile
lobbyist_62404,CAW,Clean air and water,Energy & Environment,0.041667,raw_issue_codes_or_propagated_profile
lobbyist_62404,ENV,Environment,Energy & Environment,0.041667,raw_issue_codes_or_propagated_profile
lobbyist_62404,FUE,Fuel and gas,Energy & Environment,0.041667,raw_issue_codes_or_propagated_profile
lobbyist_62404,MAN,Manufacturing,Other / Multi-sector,0.041667,raw_issue_codes_or_propagated_profile
lobbyist_62404,ACC,Accounting,Finance,0.037037,raw_issue_codes_or_propagated_profile
lobbyist_62404,AGR,Agriculture,Agriculture & Food,0.037037,raw_issue_codes_or_propagated_profile
lobbyist_62404,DEF,Defense,Defense & Security,0.037037,raw_issue_codes_or_propagated_profile
lobbyist_62404,EDU,Education,Labor & Education,0.037037,raw_issue_codes_or_propagated_profile
lobbyist_62404,ENG,Energy,Energy & Environment,0.037037,raw_issue_codes_or_propagated_profile
lobbyist_62404,SCI,Science and technology,Technology,0.037037,raw_issue_codes_or_propagated_profile
lobbyist_93936,ENG,Energy,Energy & Environment,0.117982,raw_issue_codes_or_propagated_profile
lobbyist_93936,TAX,Taxation,Finance,0.108041,raw_issue_codes_or_propagated_profile
lobbyist_93936,TRD,Trade,Trade & Tariffs,0.083918,raw_issue_codes_or_propagated_profile
lobbyist_93936,GOV,Government operations,Other / Multi-sector,0.07193,raw_issue_codes_or_propagated_profile
lobbyist_93936,HCR,Healthcare,Healthcare,0.059211,raw_issue_codes_or_propagated_profile
lobbyist_93936,DEF,Defense,Defense & Security,0.052632,raw_issue_codes_or_propagated_profile
lobbyist_93936,GAM,Gaming,Other / Multi-sector,0.052632,raw_issue_codes_or_propagated_profile
lobbyist_93936,NAT,Natural resources,Energy & Environment,0.052632,raw_issue_codes_or_propagated_profile
lobbyist_93936,TEC,Technology,Technology,0.052632,raw_issue_codes_or_propagated_profile
lobbyist_93936,BUD,Budget and appropriations,Other / Multi-sector,0.040936,raw_issue_codes_or_propagated_profile
lobbyist_93936,TRA,Transportation,Transportation,0.03655,raw_issue_codes_or_propagated_profile
lobbyist_93936,TAR,Tariffs,Trade & Tariffs,0.034649,raw_issue_codes_or_propagated_profile
lobbyist_93936,ENV,Environment,Energy & Environment,0.02193,raw_issue_codes_or_propagated_profile
lobbyist_93936,FOR,Foreign relations,Trade & Tariffs,0.02193,raw_issue_codes_or_propagated_profile
lobbyist_93936,AGR,Agriculture,Agriculture & Food,0.017544,raw_issue_codes_or_propagated_profile
lobbyist_93936,EDU,Education,Labor & Education,0.017544,raw_issue_codes_or_propagated_profile
lobbyist_93936,MAN,Manufacturing,Other / Multi-sector,0.017105,raw_issue_codes_or_propagated_profile
lobbyist_93936,MMM,Medicare/Medicaid/medical matters,Healthcare,0.017105,raw_issue_codes_or_propagated_profile
lobbyist_93936,LBR,Labor and employment,Labor & Education,0.013158,raw_issue_codes_or_propagated_profile
lobbyist_93936,HOM,Homeland security,Defense & Security,0.012427,raw_issue_codes_or_propagated_profile
lobbyist_93936,CPI,Consumer product safety,Technology,0.010965,raw_issue_codes_or_propagated_profile
lobbyist_93936,IMM,Immigration,Other / Multi-sector,0.010965,raw_issue_codes_or_propagated_profile
lobbyist_93936,SCI,Science and technology,Technology,0.010965,raw_issue_codes_or_propagated_profile
lobbyist_93936,WEL,Welfare,Other / Multi-sector,0.010526,raw_issue_codes_or_propagated_profile
lobbyist_93936,CIV,Civil rights and liberties,Other / Multi-sector,0.010234,raw_issue_codes_or_propagated_profile
lobbyist_93936,AUT,Automotive,Other / Multi-sector,0.008772,raw_issue_codes_or_propagated_profile
lobbyist_93936,CPT,Consumer protection,Other / Multi-sector,0.006579,raw_issue_codes_or_propagated_profile
lobbyist_93936,PHA,Pharmaceuticals,Healthcare,0.006579,raw_issue_codes_or_propagated_profile
lobbyist_93936,CHM,Chemicals,Other / Multi-sector,0.005848,raw_issue_codes_or_propagated_profile
lobbyist_93936,CSP,Communications and spectrum,Other / Multi-sector,0.005848,raw_issue_codes_or_propagated_profile
lobbyist_93936,SMB,Small business,Other / Multi-sector,0.005848,raw_issue_codes_or_propagated_profile
lobbyist_93936,FIN,Finance,Finance,0.004386,raw_issue_codes_or_propagated_profile
lobbyist_116668,BUD,Budget and appropriations,Other / Multi-sector,0.14381,raw_issue_codes_or_propagated_profile
lobbyist_116668,HCR,Healthcare,Healthcare,0.14381,raw_issue_codes_or_propagated_profile
lobbyist_116668,EDU,Education,Labor & Education,0.110476,raw_issue_codes_or_propagated_profile
lobbyist_116668,MMM,Medicare/Medicaid/medical matters,Healthcare,0.110476,raw_issue_codes_or_propagated_profile
lobbyist_116668,LAW,Law enforcement,Other / Multi-sector,0.081905,raw_issue_codes_or_propagated_profile
lobbyist_116668,TAX,Taxation,Finance,0.077143,raw_issue_codes_or_propagated_profile
lobbyist_116668,VET,Veterans,Other / Multi-sector,0.077143,raw_issue_codes_or_propagated_profile
lobbyist_116668,DEF,Defense,Defense & Security,0.053333,raw_issue_codes_or_propagated_profile
lobbyist_116668,GOV,Government operations,Other / Multi-sector,0.053333,raw_issue_codes_or_propagated_profile
lobbyist_116668,LBR,Labor and employment,Labor & Education,0.048571,raw_issue_codes_or_propagated_profile
lobbyist_116668,ALC,Alcohol,Other / Multi-sector,0.033333,raw_issue_codes_or_propagated_profile
lobbyist_116668,FIN,Finance,Finance,0.033333,raw_issue_codes_or_propagated_profile
lobbyist_116668,TRA,Transportation,Transportation,0.033333,raw_issue_codes_or_propagated_profile
lobbyist_138392,TAX,Taxation,Finance,0.148485,raw_issue_codes_or_propagated_profile
lobbyist_138392,TRD,Trade,Trade & Tariffs,0.120707,raw_issue_codes_or_propagated_profile
lobbyist_138392,FIN,Finance,Finance,0.10404,raw_issue_codes_or_propagated_profile
lobbyist_138392,BAN,Banking,Finance,0.076263,raw_issue_codes_or_propagated_profile
lobbyist_138392,ENG,Energy,Energy & Environment,0.072222,raw_issue_codes_or_propagated_profile
lobbyist_138392,BUD,Budget and appropriations,Other / Multi-sector,0.059596,raw_issue_codes_or_propagated_profile
lobbyist_138392,MAN,Manufacturing,Other / Multi-sector,0.055555,raw_issue_codes_or_propagated_profile
lobbyist_138392,CPI,Consumer product safety,Technology,0.042929,raw_issue_codes_or_propagated_profile
lobbyist_138392,ECN,Economics,Other / Multi-sector,0.033333,raw_issue_codes_or_propagated_profile
lobbyist_138392,CSP,Communications and spectrum,Other / Multi-sector,0.031818,raw_issue_codes_or_propagated_profile
lobbyist_138392,ACC,Accounting,Finance,0.027778,raw_issue_codes_or_propagated_profile
lobbyist_138392,EDU,Education,Labor & Education,0.027778,raw_issue_codes_or_propagated_profile
lobbyist_138392,RET,Retirement,Labor & Education,0.027778,raw_issue_codes_or_propagated_profile
lobbyist_138392,TRA,Transportation,Transportation,0.027778,raw_issue_codes_or_propagated_profile
lobbyist_138392,AUT,Automotive,Other / Multi-sector,0.016667,raw_issue_codes_or_propagated_profile
lobbyist_138392,COM,Communications,Technology,0.016667,raw_issue_codes_or_propagated_profile
lobbyist_138392,DEF,Defense,Defense & Security,0.016667,raw_issue_codes_or_propagated_profile
lobbyist_138392,DIS,Disaster and emergency,Other / Multi-sector,0.016667,raw_issue_codes_or_propagated_profile
lobbyist_138392,TRU,Trucking,Transportation,0.016667,raw_issue_codes_or_propagated_profile
lobbyist_138392,GOV,Government operations,Other / Multi-sector,0.015151,raw_issue_codes_or_propagated_profile
lobbyist_138392,HOM,Homeland security,Defense & Security,0.015151,raw_issue_codes_or_propagated_profile
lobbyist_138392,LBR,Labor and employment,Labor & Education,0.015151,raw_issue_codes_or_propagated_profile
lobbyist_138392,SCI,Science and technology,Technology,0.015151,raw_issue_codes_or_propagated_profile
lobbyist_36335,BUD,Budget and appropriations,Other / Multi-sector,0.208333,raw_issue_codes_or_propagated_profile
lobbyist_36335,ENG,Energy,Energy & Environment,0.125,raw_issue_codes_or_propagated_profile
lobbyist_36335,IND,Indian and tribal affairs,Other / Multi-sector,0.125,raw_issue_codes_or_propagated_profile
lobbyist_36335,NAT,Natural resources,Energy & Environment,0.125,raw_issue_codes_or_propagated_profile
lobbyist_36335,FIN,Finance,Finance,0.083333,raw_issue_codes_or_propagated_profile
lobbyist_36335,HCR,Healthcare,Healthcare,0.083333,raw_issue_codes_or_propagated_profile
lobbyist_36335,INS,Insurance,Finance,0.083333,raw_issue_codes_or_propagated_profile
lobbyist_36335,LBR,Labor and employment,Labor & Education,0.083333,raw_issue_codes_or_propagated_profile
lobbyist_36335,TAX,Taxation,Finance,0.083333,raw_issue_codes_or_propagated_profile
lobbyist_93678,GOV,Government operations,Other / Multi-sector,0.229167,raw_issue_codes_or_propagated_profile
lobbyist_93678,ENG,Energy,Energy & Environment,0.111111,raw_issue_codes_or_propagated_profile
lobbyist_93678,BUD,Budget and appropriations,Other / Multi-sector,0.090278,raw_issue_codes_or_propagated_profile
lobbyist_93678,IMM,Immigration,Other / Multi-sector,0.083333,raw_issue_codes_or_propagated_profile
lobbyist_93678,TEC,Technology,Technology,0.083333,raw_issue_codes_or_propagated_profile
lobbyist_93678,DEF,Defense,Defense & Security,0.041667,raw_issue_codes_or_propagated_profile
lobbyist_93678,HCR,Healthcare,Healthcare,0.041667,raw_issue_codes_or_propagated_profile
lobbyist_93678,HOU,Housing,Real Estate & Housing,0.041667,raw_issue_codes_or_propagated_profile
lobbyist_93678,MED,Medicare and Medicaid,Other / Multi-sector,0.041667,raw_issue_codes_or_propagated_profile
lobbyist_93678,MMM,Medicare/Medicaid/medical matters,Healthcare,0.041667,raw_issue_codes_or_propagated_profile
lobbyist_93678,TOB,Tobacco,Other / Multi-sector,0.041667,raw_issue_codes_or_propagated_profile
lobbyist_93678,URB,Urban development,Other / Multi-sector,0.041667,raw_issue_codes_or_propagated_profile
lobbyist_93678,TRA,Transportation,Transportation,0.034722,raw_issue_codes_or_propagated_profile
lobbyist_93678,EDU,Education,Labor & Education,0.027778,raw_issue_codes_or_propagated_profile
lobbyist_93678,TRU,Trucking,Transportation,0.020833,raw_issue_codes_or_propagated_profile
lobbyist_93678,ENV,Environment,Energy & Environment,0.013889,raw_issue_codes_or_propagated_profile
lobbyist_93678,NAT,Natural resources,Energy & Environment,0.013889,raw_issue_codes_or_propagated_profile
lobbyist_85412,BUD,Budget and appropriations,Other / Multi-sector,0.147727,raw_issue_codes_or_propagated_profile
lobbyist_85412,TAX,Taxation,Finance,0.093182,raw_issue_codes_or_propagated_profile
lobbyist_85412,HCR,Healthcare,Healthcare,0.090909,raw_issue_codes_or_propagated_profile
lobbyist_85412,MMM,Medicare/Medicaid/medical matters,Healthcare,0.060606,raw_issue_codes_or_propagated_profile
lobbyist_85412,CPI,Consumer product safety,Technology,0.048485,raw_issue_codes_or_propagated_profile
lobbyist_85412,ENV,Environment,Energy & Environment,0.048485,raw_issue_codes_or_propagated_profile
lobbyist_85412,TEC,Technology,Technology,0.048485,raw_issue_codes_or_propagated_profile
lobbyist_85412,HOM,Homeland security,Defense & Security,0.045455,raw_issue_codes_or_propagated_profile
lobbyist_85412,LAW,Law enforcement,Other / Multi-sector,0.045455,raw_issue_codes_or_propagated_profile
lobbyist_85412,EDU,Education,Labor & Education,0.041667,raw_issue_codes_or_propagated_profile
lobbyist_85412,LBR,Labor and employment,Labor & Education,0.041667,raw_issue_codes_or_propagated_profile
lobbyist_85412,ENG,Energy,Energy & Environment,0.030303,raw_issue_codes_or_propagated_profile
lobbyist_85412,FIN,Finance,Finance,0.030303,raw_issue_codes_or_propagated_profile
lobbyist_85412,INS,Insurance,Finance,0.030303,raw_issue_codes_or_propagated_profile
lobbyist_85412,SCI,Science and technology,Technology,0.030303,raw_issue_codes_or_propagated_profile
lobbyist_85412,AGR,Agriculture,Agriculture & Food,0.029545,raw_issue_codes_or_propagated_profile
lobbyist_85412,TRA,Transportation,Transportation,0.029545,raw_issue_codes_or_propagated_profile
lobbyist_85412,FOO,Food industry,Agriculture & Food,0.018182,raw_issue_codes_or_propagated_profile
lobbyist_85412,MAN,Manufacturing,Other / Multi-sector,0.018182,raw_issue_codes_or_propagated_profile
lobbyist_85412,TRD,Trade,Trade & Tariffs,0.018182,raw_issue_codes_or_propagated_profile
lobbyist_85412,AVI,Aviation,Transportation,0.015152,raw_issue_codes_or_propagated_profile
lobbyist_85412,DEF,Defense,Defense & Security,0.015152,raw_issue_codes_or_propagated_profile
lobbyist_85412,CSP,Communications and spectrum,Other / Multi-sector,0.011364,raw_issue_codes_or_propagated_profile
lobbyist_85412,IMM,Immigration,Other / Multi-sector,0.011364,raw_issue_codes_or_propagated_profile
lobbyist_33975,HOM,Homeland security,Defense & Security,0.155303,raw_issue_codes_or_propagated_profile
lobbyist_33975,FIN,Finance,Finance,0.135281,raw_issue_codes_or_propagated_profile
lobbyist_33975,GOV,Government operations,Other / Multi-sector,0.075758,raw_issue_codes_or_propagated_profile
lobbyist_33975,TAX,Taxation,Finance,0.074675,raw_issue_codes_or_propagated_profile
lobbyist_33975,BUD,Budget and appropriations,Other / Multi-sector,0.064394,raw_issue_codes_or_propagated_profile
lobbyist_33975,TEC,Technology,Technology,0.049242,raw_issue_codes_or_propagated_profile
lobbyist_33975,HCR,Healthcare,Healthcare,0.045455,raw_issue_codes_or_propagated_profile
lobbyist_33975,AVI,Aviation,Transportation,0.037879,raw_issue_codes_or_propagated_profile
lobbyist_33975,MMM,Medicare/Medicaid/medical matters,Healthcare,0.037879,raw_issue_codes_or_propagated_profile
lobbyist_33975,LBR,Labor and employment,Labor & Education,0.036797,raw_issue_codes_or_propagated_profile
lobbyist_33975,TOU,Tourism,Other / Multi-sector,0.034091,raw_issue_codes_or_propagated_profile
lobbyist_33975,TRA,Transportation,Transportation,0.030303,raw_issue_codes_or_propagated_profile
lobbyist_33975,TRD,Trade,Trade & Tariffs,0.029221,raw_issue_codes_or_propagated_profile
lobbyist_33975,URB,Urban development,Other / Multi-sector,0.026515,raw_issue_codes_or_propagated_profile
lobbyist_33975,DEF,Defense,Defense & Security,0.022727,raw_issue_codes_or_propagated_profile
lobbyist_33975,NAT,Natural resources,Energy & Environment,0.022727,raw_issue_codes_or_propagated_profile
lobbyist_33975,IMM,Immigration,Other / Multi-sector,0.018939,raw_issue_codes_or_propagated_profile
lobbyist_33975,TAR,Tariffs,Trade & Tariffs,0.015152,raw_issue_codes_or_propagated_profile
lobbyist_33975,CPT,Consumer protection,Other / Multi-sector,0.014069,raw_issue_codes_or_propagated_profile
lobbyist_33975,ENV,Environment,Energy & Environment,0.011364,raw_issue_codes_or_propagated_profile
lobbyist_33975,RET,Retirement,Labor & Education,0.011364,raw_issue_codes_or_propagated_profile
lobbyist_33975,ART,Arts and culture,Other / Multi-sector,0.007576,raw_issue_codes_or_propagated_profile
lobbyist_33975,SPO,Sports,Other / Multi-sector,0.007576,raw_issue_codes_or_propagated_profile
lobbyist_33975,CSP,Communications and spectrum,Other / Multi-sector,0.006494,raw_issue_codes_or_propagated_profile
lobbyist_33975,LAW,Law enforcement,Other / Multi-sector,0.006494,raw_issue_codes_or_propagated_profile
lobbyist_33975,AGR,Agriculture,Agriculture & Food,0.003788,raw_issue_codes_or_propagated_profile
lobbyist_33975,BAN,Banking,Finance,0.003788,raw_issue_codes_or_propagated_profile
lobbyist_33975,DIS,Disaster and emergency,Other / Multi-sector,0.003788,raw_issue_codes_or_propagated_profile
lobbyist_33975,ECN,Economics,Other / Multi-sector,0.003788,raw_issue_codes_or_propagated_profile
lobbyist_33975,INS,Insurance,Finance,0.003788,raw_issue_codes_or_propagated_profile
lobbyist_33975,SCI,Science and technology,Technology,0.003788,raw_issue_codes_or_propagated_profile
lobbyist_79415,AGR,Agriculture,Agriculture & Food,0.126685,raw_issue_codes_or_propagated_profile
lobbyist_79415,TAX,Taxation,Finance,0.111534,raw_issue_codes_or_propagated_profile
lobbyist_79415,BUD,Budget and appropriations,Other / Multi-sector,0.088807,raw_issue_codes_or_propagated_profile
lobbyist_79415,TRD,Trade,Trade & Tariffs,0.081231,raw_issue_codes_or_propagated_profile
lobbyist_79415,DEF,Defense,Defense & Security,0.065391,raw_issue_codes_or_propagated_profile
lobbyist_79415,FOO,Food industry,Agriculture & Food,0.065391,raw_issue_codes_or_propagated_profile
lobbyist_79415,AVI,Aviation,Transportation,0.057815,raw_issue_codes_or_propagated_profile
lobbyist_79415,NAT,Natural resources,Energy & Environment,0.045455,raw_issue_codes_or_propagated_profile
lobbyist_79415,ENV,Environment,Energy & Environment,0.042664,raw_issue_codes_or_propagated_profile
lobbyist_79415,ENG,Energy,Energy & Environment,0.037879,raw_issue_codes_or_propagated_profile
lobbyist_79415,FUE,Fuel and gas,Energy & Environment,0.037879,raw_issue_codes_or_propagated_profile
lobbyist_79415,IMM,Immigration,Other / Multi-sector,0.035776,raw_issue_codes_or_propagated_profile
lobbyist_79415,HOM,Homeland security,Defense & Security,0.023416,raw_issue_codes_or_propagated_profile
lobbyist_79415,LAW,Law enforcement,Other / Multi-sector,0.022727,raw_issue_codes_or_propagated_profile
lobbyist_79415,MAR,Marine and fisheries,Transportation,0.022727,raw_issue_codes_or_propagated_profile
lobbyist_79415,MAN,Manufacturing,Other / Multi-sector,0.015152,raw_issue_codes_or_propagated_profile
lobbyist_79415,SCI,Science and technology,Technology,0.015152,raw_issue_codes_or_propagated_profile
lobbyist_79415,TEC,Technology,Technology,0.015152,raw_issue_codes_or_propagated_profile
lobbyist_79415,SMB,Small business,Other / Multi-sector,0.013049,raw_issue_codes_or_propagated_profile
lobbyist_79415,ALC,Alcohol,Other / Multi-sector,0.008264,raw_issue_codes_or_propagated_profile
lobbyist_79415,MON,Monetary policy,Other / Multi-sector,0.008264,raw_issue_codes_or_propagated_profile
lobbyist_79415,SPO,Sports,Other / Multi-sector,0.008264,raw_issue_codes_or_propagated_profile
lobbyist_79415,TOU,Tourism,Other / Multi-sector,0.008264,raw_issue_codes_or_propagated_profile
lobbyist_79415,CPI,Consumer product safety,Technology,0.004785,raw_issue_codes_or_propagated_profile
lobbyist_79415,CPT,Consumer protection,Other / Multi-sector,0.004785,raw_issue_codes_or_propagated_profile
lobbyist_79415,CSP,Communications and spectrum,Other / Multi-sector,0.004785,raw_issue_codes_or_propagated_profile
lobbyist_79415,EDU,Education,Labor & Education,0.004785,raw_issue_codes_or_propagated_profile
lobbyist_79415,GOV,Government operations,Other / Multi-sector,0.004785,raw_issue_codes_or_propagated_profile
lobbyist_79415,LBR,Labor and employment,Labor & Education,0.004785,raw_issue_codes_or_propagated_profile
lobbyist_79415,NONE,NONE,Other / Multi-sector,0.004785,raw_issue_codes_or_propagated_profile
lobbyist_79415,POS,Postal service,Other / Multi-sector,0.004785,raw_issue_codes_or_propagated_profile
lobbyist_79415,TRA,Transportation,Transportation,0.004785,raw_issue_codes_or_propagated_profile
lobbyist_52474,MAR,Marine and fisheries,Transportation,0.145503,raw_issue_codes_or_propagated_profile
lobbyist_52474,BUD,Budget and appropriations,Other / Multi-sector,0.130688,raw_issue_codes_or_propagated_profile
lobbyist_52474,RRR,Railroads,Other / Multi-sector,0.111111,raw_issue_codes_or_propagated_profile
lobbyist_52474,DEF,Defense,Defense & Security,0.089947,raw_issue_codes_or_propagated_profile
lobbyist_52474,ENG,Energy,Energy & Environment,0.074074,raw_issue_codes_or_propagated_profile
lobbyist_52474,TAX,Taxation,Finance,0.059259,raw_issue_codes_or_propagated_profile
lobbyist_52474,IND,Indian and tribal affairs,Other / Multi-sector,0.05291,raw_issue_codes_or_propagated_profile
lobbyist_52474,TRA,Transportation,Transportation,0.05291,raw_issue_codes_or_propagated_profile
lobbyist_52474,AGR,Agriculture,Agriculture & Food,0.038095,raw_issue_codes_or_propagated_profile
lobbyist_52474,HCR,Healthcare,Healthcare,0.022222,raw_issue_codes_or_propagated_profile
lobbyist_52474,WEL,Welfare,Other / Multi-sector,0.022222,raw_issue_codes_or_propagated_profile
lobbyist_52474,AER,Aerospace,Other / Multi-sector,0.018519,raw_issue_codes_or_propagated_profile
lobbyist_52474,CPI,Consumer product safety,Technology,0.018519,raw_issue_codes_or_propagated_profile
lobbyist_52474,ECN,Economics,Other / Multi-sector,0.018519,raw_issue_codes_or_propagated_profile
lobbyist_52474,FIN,Finance,Finance,0.018519,raw_issue_codes_or_propagated_profile
lobbyist_52474,GOV,Government operations,Other / Multi-sector,0.018519,raw_issue_codes_or_propagated_profile
lobbyist_52474,HOM,Homeland security,Defense & Security,0.018519,raw_issue_codes_or_propagated_profile
lobbyist_52474,IMM,Immigration,Other / Multi-sector,0.018519,raw_issue_codes_or_propagated_profile
lobbyist_52474,INT,Intellectual property,Defense & Security,0.018519,raw_issue_codes_or_propagated_profile
lobbyist_52474,NAT,Natural resources,Energy & Environment,0.018519,raw_issue_codes_or_propagated_profile
lobbyist_52474,URB,Urban development,Other / Multi-sector,0.018519,raw_issue_codes_or_propagated_profile
lobbyist_52474,SMB,Small business,Other / Multi-sector,0.015873,raw_issue_codes_or_propagated_profile
lobbyist_48120,FIN,Finance,Finance,0.638889,raw_issue_codes_or_propagated_profile
lobbyist_48120,BAN,Banking,Finance,0.122222,raw_issue_codes_or_propagated_profile
lobbyist_48120,TAX,Taxation,Finance,0.072222,raw_issue_codes_or_propagated_profile
lobbyist_48120,CPI,Consumer product safety,Technology,0.066667,raw_issue_codes_or_propagated_profile
lobbyist_48120,ACC,Accounting,Finance,0.022222,raw_issue_codes_or_propagated_profile
lobbyist_48120,CSP,Communications and spectrum,Other / Multi-sector,0.022222,raw_issue_codes_or_propagated_profile
lobbyist_48120,TEC,Technology,Technology,0.022222,raw_issue_codes_or_propagated_profile
lobbyist_48120,HCR,Healthcare,Healthcare,0.016667,raw_issue_codes_or_propagated_profile
lobbyist_48120,MMM,Medicare/Medicaid/medical matters,Healthcare,0.016667,raw_issue_codes_or_propagated_profile
lobbyist_65356,BUD,Budget and appropriations,Other / Multi-sector,0.233333,raw_issue_codes_or_propagated_profile
lobbyist_65356,DEF,Defense,Defense & Security,0.177778,raw_issue_codes_or_propagated_profile
lobbyist_65356,HOM,Homeland security,Defense & Security,0.177778,raw_issue_codes_or_propagated_profile
lobbyist_65356,TRA,Transportation,Transportation,0.177778,raw_issue_codes_or_propagated_profile
lobbyist_65356,EDU,Education,Labor & Education,0.166667,raw_issue_codes_or_propagated_profile
lobbyist_65356,TRD,Trade,Trade & Tariffs,0.066667,raw_issue_codes_or_propagated_profile
lobbyist_68905,HCR,Healthcare,Healthcare,0.215136,raw_issue_codes_or_propagated_profile
lobbyist_68905,MMM,Medicare/Medicaid/medical matters,Healthcare,0.084921,raw_issue_codes_or_propagated_profile
lobbyist_68905,LBR,Labor and employment,Labor & Education,0.066361,raw_issue_codes_or_propagated_profile
lobbyist_68905,CSP,Communications and spectrum,Other / Multi-sector,0.061656,raw_issue_codes_or_propagated_profile
lobbyist_68905,DEF,Defense,Defense & Security,0.048073,raw_issue_codes_or_propagated_profile
lobbyist_68905,TAX,Taxation,Finance,0.047427,raw_issue_codes_or_propagated_profile
lobbyist_68905,MAN,Manufacturing,Other / Multi-sector,0.047279,raw_issue_codes_or_propagated_profile
lobbyist_68905,AGR,Agriculture,Agriculture & Food,0.045238,raw_issue_codes_or_propagated_profile
lobbyist_68905,TRD,Trade,Trade & Tariffs,0.042212,raw_issue_codes_or_propagated_profile
lobbyist_68905,BUD,Budget and appropriations,Other / Multi-sector,0.040965,raw_issue_codes_or_propagated_profile
lobbyist_68905,ENV,Environment,Energy & Environment,0.031406,raw_issue_codes_or_propagated_profile
lobbyist_68905,FOO,Food industry,Agriculture & Food,0.027778,raw_issue_codes_or_propagated_profile
lobbyist_68905,DIS,Disaster and emergency,Other / Multi-sector,0.027132,raw_issue_codes_or_propagated_profile
lobbyist_68905,CPI,Consumer product safety,Technology,0.025942,raw_issue_codes_or_propagated_profile
lobbyist_68905,VET,Veterans,Other / Multi-sector,0.025794,raw_issue_codes_or_propagated_profile
lobbyist_68905,TRA,Transportation,Transportation,0.021088,raw_issue_codes_or_propagated_profile
lobbyist_68905,ENG,Energy,Energy & Environment,0.018707,raw_issue_codes_or_propagated_profile
lobbyist_68905,SMB,Small business,Other / Multi-sector,0.018707,raw_issue_codes_or_propagated_profile
lobbyist_68905,BAN,Banking,Finance,0.015873,raw_issue_codes_or_propagated_profile
lobbyist_68905,AVI,Aviation,Transportation,0.011905,raw_issue_codes_or_propagated_profile
lobbyist_68905,PHA,Pharmaceuticals,Healthcare,0.010714,raw_issue_codes_or_propagated_profile
lobbyist_68905,MIA,Media,Healthcare,0.009615,raw_issue_codes_or_propagated_profile
lobbyist_68905,BEV,Beverage industry,Agriculture & Food,0.009524,raw_issue_codes_or_propagated_profile
lobbyist_68905,HOU,Housing,Real Estate & Housing,0.006803,raw_issue_codes_or_propagated_profile
lobbyist_68905,COM,Communications,Technology,0.005952,raw_issue_codes_or_propagated_profile
lobbyist_68905,LAW,Law enforcement,Other / Multi-sector,0.005952,raw_issue_codes_or_propagated_profile
lobbyist_68905,CAW,Clean air and water,Energy & Environment,0.004762,raw_issue_codes_or_propagated_profile
lobbyist_68905,CHM,Chemicals,Other / Multi-sector,0.004762,raw_issue_codes_or_propagated_profile
lobbyist_68905,CPT,Consumer protection,Other / Multi-sector,0.003663,raw_issue_codes_or_propagated_profile
lobbyist_68905,FIN,Finance,Finance,0.003663,raw_issue_codes_or_propagated_profile
lobbyist_68905,GOV,Government operations,Other / Multi-sector,0.003663,raw_issue_codes_or_propagated_profile
lobbyist_68905,RET,Retirement,Labor & Education,0.003663,raw_issue_codes_or_propagated_profile
lobbyist_68905,TEC,Technology,Technology,0.003663,raw_issue_codes_or_propagated_profile
lobbyist_1526,CPT,Consumer protection,Other / Multi-sector,0.527778,raw_issue_codes_or_propagated_profile
lobbyist_1526,TRD,Trade,Trade & Tariffs,0.361111,raw_issue_codes_or_propagated_profile
lobbyist_1526,HCR,Healthcare,Healthcare,0.055556,raw_issue_codes_or_propagated_profile
lobbyist_1526,SCI,Science and technology,Technology,0.055556,raw_issue_codes_or_propagated_profile
