entity_a_id,entity_b_id,entity_a_name,entity_b_name,match_score,merge_accepted
lobbyist_45807,lobbyist_61587,CHRISTOPHER DELACY,CHRISTOPHER D'ARCY,88.89,False
lobbyist_68584,lobbyist_66790,JENNIFER STETTNER,JENNIFER STEGER,87.5,False
lobbyist_35009,lobbyist_140890,ELIZABETH POWELL,ELIZABETH NOLL,86.67,False
lobbyist_288,lobbyist_107372,KEVIN JOSEPH,JOSEPH KING,86.96,False
lobbyist_48303,lobbyist_72617,JAMES RYAN,JAMES MORAN,85.71,False
lobbyist_141547,lobbyist_68303,DAVID MARTEN,DAVID MARIN,86.96,False
lobbyist_47192,lobbyist_66478,JONATHAN MANTZ,JONATHAN MASON,85.71,False
lobbyist_43409,lobbyist_144179,ROBERT BRADNER,ROBERT GARDNER,85.71,False
lobbyist_62279,lobbyist_141621,MICHAEL ROBINSON,MICHAEL RUBINO,86.67,False
lobbyist_72975,lobbyist_66434,DAVID LIND,DAVID ELIN,90.0,False
lobbyist_63558,lobbyist_65132,DANIEL MURRAY,DANIEL MERRY,88.0,False
lobbyist_64811,lobbyist_69909,EDWARD HILD,EDWARD HILL,90.91,False
lobbyist_141667,lobbyist_1008,MICHAEL HEATON,MICHAEL HUTTON,85.71,False
lobbyist_20113,lobbyist_64769,MICHAEL WESSEL,MICHAEL WASSER,85.71,False
lobbyist_68373,lobbyist_138571,CHRISTOPHER BRADISH,CHRISTOPHER BERARDINI,85.0,False
lobbyist_149638,lobbyist_66539,CHRISTOPHER INGRAHAM,CHRISTOPHER GAHAN,86.49,False
firm_400943723,lobbyist_56745,MRS. LAURA EUGSTER DOYLE,LAURA EUGSTER DOYLE,88.37,False
lobbyist_146767,lobbyist_68067,ANNIE WOLF,DANIEL WOLF,85.71,False
lobbyist_53458,lobbyist_70703,MATT WISE,MATTHEW WISE,85.71,False
lobbyist_61622,lobbyist_72074,DOUGLAS SCHWARTZ,DOUG SCHWARTZ,89.66,False
lobbyist_65124,lobbyist_142892,LUKE ALBEE,LUKE ALBERT,85.71,False
lobbyist_68067,lobbyist_55427,DANIEL WOLF,ARIEL WOLF,85.71,False
lobbyist_62727,lobbyist_68644,ADAM BORDES,ADAM JORDE,85.71,False
lobbyist_96857,lobbyist_139376,DAVID GROSSO,DAVID ROSS,90.91,False
lobbyist_72759,lobbyist_148744,ASHLI PALMER,ASHLEY PALMER,88.0,False
firm_400751249,lobbyist_139713,JOHN MCKECHNIE LLC,JOHN MCKECHNIE,87.5,False
lobbyist_57902,lobbyist_61934,ELIZABETH GREER,ELIZABETH LEE,85.71,False
lobbyist_140316,lobbyist_61934,ELIZABETH FOLEY,ELIZABETH LEE,85.71,False
lobbyist_147732,lobbyist_71269,BRIAN CONLAN,BRIAN CONKLIN,88.0,False
lobbyist_66672,lobbyist_27138,CHRISTOPHER KEARNEY,CHRISTOPHER PEARCE,86.49,False
lobbyist_69441,lobbyist_146502,CATHERINE HARTNETT,CATHERINE HARNEY,88.24,False
lobbyist_69637,lobbyist_70098,MICHAEL JOHNSON,MICAH JOHNSON,85.71,False
lobbyist_71066,lobbyist_71428,GRAHAM HALL,GRAHAM HAILE,86.96,False
lobbyist_139482,lobbyist_71428,GRAHAM HILL,GRAHAM HAILE,86.96,False
lobbyist_80339,lobbyist_143353,CHRISTIAN LEE,CHRISTIAN CLESI,85.71,False
lobbyist_63267,lobbyist_49043,TIMOTHY KEYSER,TIMOTHY KEELER,85.71,False
lobbyist_58655,lobbyist_148718,CHRISTOPHER BOND,CHRISTOPHER BRINSON,85.71,False
lobbyist_144898,lobbyist_53695,ERIC BERGREN,ERIC BERGER,86.96,False
firm_300355,lobbyist_70860,JENNIFER BERZOK,JENNIFER BERG,85.71,False
lobbyist_148873,lobbyist_70860,JENNIFER BELAIR,JENNIFER BERG,85.71,False
lobbyist_95202,lobbyist_55652,MATTHEW SILVER,MATTHEW MILLER,85.71,False
lobbyist_79070,lobbyist_71352,BRIANNA JONES,BRIAN JONES,91.67,False
lobbyist_54736,lobbyist_142174,DANIEL MAUER,DANIEL SAUERS,88.0,False
lobbyist_54797,lobbyist_65065,JAMES HALL,JAMES HILL,90.0,False
lobbyist_69802,lobbyist_140915,CHRISTOPHER LEAHY,CHRISTOPHER FAY,87.5,False
lobbyist_104162,lobbyist_65424,JAMES BURTON,BARTON JAMES,91.67,False
lobbyist_72975,lobbyist_73041,DAVID LIND,DAVID LINN,90.0,False
lobbyist_66434,lobbyist_73041,DAVID ELIN,DAVID LINN,90.0,False
lobbyist_69061,lobbyist_140584,CHRISTOPHER PHILBIN,CHRISTOPHER HICKLING,87.18,False
lobbyist_140222,lobbyist_150408,ANDREW LOCK,ANDREW FLICK,86.96,False
lobbyist_61387,lobbyist_79470,MICHAEL SOLIMAN,MICHAEL SOLON,85.71,False
lobbyist_59711,lobbyist_72959,CLARENCE WILLIAMS,LAUREN WILLIAMS,87.5,False
lobbyist_65628,lobbyist_72959,KAREN WILLIAMS,LAUREN WILLIAMS,89.66,False
lobbyist_144003,lobbyist_62787,RYAN CARNEY,RYNE CARNEY,90.91,False
lobbyist_51860,lobbyist_143367,BENJAMIN KLEIN,BENJAMIN KALLEN,89.66,False
lobbyist_69527,lobbyist_58358,MARIA PRICE,MARIA PICA,85.71,False
lobbyist_54451,lobbyist_92710,RYAN SMITH,BRIAN SMITH,85.71,False
lobbyist_139011,lobbyist_141552,BYRON WILLIAMS,BRYAN WILLIAMS,85.71,False
lobbyist_139943,lobbyist_46724,ANDREW USYK,ANDREW GUY,85.71,False
lobbyist_48303,lobbyist_63732,JAMES RYAN,JAMES MORAN,85.71,False
lobbyist_72966,lobbyist_67369,ADAM HECHAVARRIA,ANDREA HECHAVARRIA,88.24,False
firm_401104134,lobbyist_73169,ROBERT ROZEN,ROBERT ROSE,86.96,False
lobbyist_33519,lobbyist_138764,WILLIAM BURKE,WILLIAM BURGER,88.89,False
lobbyist_80339,lobbyist_46398,CHRISTIAN LEE,CHRISTIAN KLEIN,85.71,False
lobbyist_143353,lobbyist_46398,CHRISTIAN CLESI,CHRISTIAN KLEIN,86.67,False
lobbyist_64811,lobbyist_106918,EDWARD HILD,EDWARD HILL,90.91,False
lobbyist_71785,lobbyist_147735,JANE LUCAS,LUCAS AGNEW,85.71,False
lobbyist_57044,lobbyist_141542,CHRISTOPHER CARON,CHRISTOPHER BROWN,88.24,False
lobbyist_58655,lobbyist_141542,CHRISTOPHER BOND,CHRISTOPHER BROWN,90.91,False
lobbyist_148718,lobbyist_141542,CHRISTOPHER BRINSON,CHRISTOPHER BROWN,88.89,False
lobbyist_147571,lobbyist_67563,LIAM ANDERSON,WILLIAM ANDERSON,89.66,False
lobbyist_148844,lobbyist_67563,MILLA ANDERSON,WILLIAM ANDERSON,86.67,False
lobbyist_60458,lobbyist_121751,MICHAEL BEER,MICHAEL LEE,86.96,False
lobbyist_87173,lobbyist_121751,MICHAEL LEGG,MICHAEL LEE,86.96,False
lobbyist_69788,lobbyist_72280,THOMAS MICHELS,CHELSEY THOMAS,85.71,False
lobbyist_61537,lobbyist_100610,ELIZABETH MURRAY,ELIZABETH MURPHY,87.5,False
lobbyist_63527,lobbyist_145883,SEAN TAYLOR,SHAUN TAYLOR,86.96,False
lobbyist_141552,lobbyist_144193,BRYAN WILLIAMS,RANI WILLIAMS,88.89,False
lobbyist_92610,lobbyist_64524,DOUGLAS C. MCINTYRE,DOUGLAS MCINTYRE,91.43,False
lobbyist_71987,lobbyist_65491,CHRISTOPHER CARNEY,CHRISTOPHER CAUSEY,88.89,False
lobbyist_107329,lobbyist_145972,MICHAEL BAIN,MICHAEL DAVIN,88.0,False
firm_400943723,lobbyist_53625,MRS. LAURA EUGSTER DOYLE,LAURA EUGSTER DOYLE,88.37,False
lobbyist_25497,lobbyist_67356,MICHAEL ADCOCK,MICHAEL HAYCOCK,89.66,False
lobbyist_60906,lobbyist_68735,ANDREW HAWKINS,ANDREW WILKINS,85.71,False
lobbyist_112258,lobbyist_148416,ELIZABETH HUNGER,ELIZABETH HORNER,87.5,False
lobbyist_141667,lobbyist_55689,MICHAEL HEATON,MICHAEL HAMOND,85.71,False
lobbyist_79397,lobbyist_55689,MICHAEL HANSON,MICHAEL HAMOND,85.71,False
lobbyist_71558,lobbyist_63542,WILLIAM MILLER,WILLIAM HILLEARY,86.67,False
lobbyist_142899,lobbyist_150453,WILL TODD,TODD WILLENS,85.71,False
lobbyist_57902,lobbyist_52898,ELIZABETH GREER,ELIZABETH GORE,89.66,False
lobbyist_63805,lobbyist_52898,ELIZABETH O'HARE,ELIZABETH GORE,86.67,False
lobbyist_148416,lobbyist_52898,ELIZABETH HORNER,ELIZABETH GORE,86.67,False
lobbyist_56105,lobbyist_138605,CHRISTOPHER HODGSON,CHRISTOPHER DAWSON,86.49,False
lobbyist_141629,lobbyist_138605,CHRISTOPHER DAVIS,CHRISTOPHER DAWSON,85.71,False
lobbyist_66861,lobbyist_138605,CHRISTOPHER MANSON,CHRISTOPHER DAWSON,88.89,False
lobbyist_151501,lobbyist_73037,BRANDON REA,BRANDON RENZ,86.96,False
lobbyist_142899,lobbyist_142061,WILL TODD,TODD WILLENS,85.71,False
firm_401105868,lobbyist_101015,MR. THOMAS MARQUEZ,THOMAS MARQUEZ,87.5,False
lobbyist_332,lobbyist_141493,CHRISTOPHER GUITH,CHRISTOPHER SMITH,88.24,False
firm_318298,lobbyist_148638,CHRISTOPHER HEINZ,CHRISTOPHER PHALEN,85.71,False
lobbyist_69061,lobbyist_148638,CHRISTOPHER PHILBIN,CHRISTOPHER PHALEN,86.49,False
lobbyist_66539,lobbyist_148638,CHRISTOPHER GAHAN,CHRISTOPHER PHALEN,85.71,False
lobbyist_147173,lobbyist_61702,DAVID LEITER,DAVID LEE,85.71,False
lobbyist_100549,lobbyist_139546,CHRISTOPHER WALL,CHRISTOPHER HOWELL,88.24,False
lobbyist_71785,lobbyist_147751,JANE LUCAS,LUCAS AGNEW,85.71,False
lobbyist_71422,lobbyist_71384,ELIZABETH THOMPSON,ELIZABETH THOMAS,88.24,False
lobbyist_150230,lobbyist_65231,MOLLY ROSS,RUSS MOLLOY,85.71,False
lobbyist_143194,lobbyist_66957,JENNIFER DAULBY,JENNIFER DALE,85.71,False
lobbyist_102484,lobbyist_66957,JENNIFER GOODALE,JENNIFER DALE,89.66,False
lobbyist_66515,lobbyist_68874,KATIE MITCHELL,KATHY MITCHELL,85.71,False
lobbyist_52956,lobbyist_140774,CHRISTOPHER LONG,CHRISTOPHER LYDON,90.91,False
lobbyist_138605,lobbyist_140774,CHRISTOPHER DAWSON,CHRISTOPHER LYDON,85.71,False
lobbyist_143069,lobbyist_69956,WILLIAM IRBY,WILLIAM T. IRBY,88.89,False
lobbyist_56628,lobbyist_138404,MATTHEW WARD,MATTHEW SOWARDS,88.89,False
lobbyist_79070,lobbyist_139303,BRIANNA JONES,ANNA JONES,86.96,False
lobbyist_46927,lobbyist_141351,DAVID HORNE,DAVID HONG,85.71,False
lobbyist_58256,lobbyist_71909,DAVID HAINES,DAVID HANKE,86.96,False
lobbyist_60458,lobbyist_50589,MICHAEL BEER,MICHAEL BEARD,88.0,False
lobbyist_38955,lobbyist_58401,WILLIAM MORLEY,COREY WILLIAMS,85.71,False
lobbyist_69802,lobbyist_69540,CHRISTOPHER LEAHY,CHRISTOPHER FAY,87.5,False
lobbyist_36239,lobbyist_71601,CHRISTOPHER TRACI,CHRISTOPHER GARCIA,85.71,False
lobbyist_66539,lobbyist_71601,CHRISTOPHER GAHAN,CHRISTOPHER GARCIA,85.71,False
lobbyist_65769,lobbyist_114481,JENNIFER TYREE,JENNIFER TYLER,85.71,False
lobbyist_58681,lobbyist_147067,CATHERINE CHASE,CATHERINE FUCHS,86.67,False
lobbyist_47487,lobbyist_92757,JENNIFER CAVE,JENNIFER CAREY,88.89,False
firm_401104434,lobbyist_98414,KEVIN KAYES,KEVIN KANE,85.71,False
lobbyist_62402,lobbyist_65063,MICHELE STANLEY,MICHAEL STALEY,89.66,False
lobbyist_139193,lobbyist_74191,TANNER JOHNSON,JOHN TANNER,88.0,False
lobbyist_54451,lobbyist_46371,RYAN SMITH,BRIAN SMITH,85.71,False
firm_401105872,lobbyist_55721,MICHAEL POWELSON,MICHAEL TELSON,86.67,False
firm_401104494,lobbyist_67263,MR. PHILIP KLEIN,PHILIP KLEIN,85.71,False
lobbyist_67608,lobbyist_123757,PETER KLENSCH,PETER LEPSCH,88.0,False
lobbyist_43920,lobbyist_147622,CHRISTOPHER VITALE,CHRISTOPHER MILES,85.71,False
lobbyist_58850,lobbyist_147622,CHRISTOPHER MILLER,CHRISTOPHER MILES,91.43,False
lobbyist_41063,lobbyist_68268,MICHAEL DAVIS,MICHAEL DANIELS,85.71,False
lobbyist_151501,lobbyist_138237,BRANDON REA,BRANDON RENZ,86.96,False
lobbyist_45807,lobbyist_118909,CHRISTOPHER DELACY,CHRISTOPHER PEACE,85.71,False
firm_73715,lobbyist_71128,MS. REBECCA HALKIAS,REBECCA HALKIAS,88.24,False
lobbyist_63767,lobbyist_150469,WILLIAM STONE,WILLIAM SITTON,88.89,False
lobbyist_139232,lobbyist_33665,MICHAEL LEAHY,MICHAEL LEVY,88.0,False
lobbyist_121751,lobbyist_33665,MICHAEL LEE,MICHAEL LEVY,86.96,False
lobbyist_70972,lobbyist_72288,JUSTIN BROWER,JUSTIN BROWN,88.0,False
lobbyist_46621,lobbyist_50755,MICHAEL EVANS,MICHAEL KANS,88.0,False
lobbyist_57044,lobbyist_67404,CHRISTOPHER CARON,CHRISTOPHER CARNEY,91.43,False
lobbyist_79448,lobbyist_68554,ANDREW TERP,ANDREW THARP,86.96,False
lobbyist_80298,lobbyist_71584,MARK DUNN,MARK DANN,88.89,False
lobbyist_57802,lobbyist_72133,GREG THOMAS,THOMAS GREEN,86.96,False
lobbyist_69251,lobbyist_7887,PATRICK MALLOY,PATRICK MALONE,85.71,False
