entity_a_id,entity_b_id,entity_a_name,entity_b_name,match_score,merge_accepted
lobbyist_47350,lobbyist_142774,SEAN MCGLYNN,SEAN MCGLYNN,100.0,True
lobbyist_141688,lobbyist_66064,JEFF MILLER,JEFF MILLER,100.0,True
lobbyist_70005,lobbyist_147481,JOHN THOMAS,JOHN THOMAS,100.0,True
lobbyist_57721,lobbyist_79301,THOMAS LYNCH,THOMAS LYNCH,100.0,True
lobbyist_57044,lobbyist_140013,CHRISTOPHER CARON,CHRISTOPHER CARON,100.0,True
lobbyist_7527,lobbyist_69988,WALKER ROBERTS,ROBERT WALKER,96.3,True
lobbyist_66518,lobbyist_143637,SHAY HANCOCK,SHAY HANCOCK,100.0,True
lobbyist_66815,lobbyist_62900,MARY LANDRIEU,MARY LANDRIEU,100.0,True
lobbyist_60242,lobbyist_69483,EBONY SIMPSON,EBONY SIMPSON,100.0,True
lobbyist_147901,lobbyist_147434,MEAGAN BOLTON SUNN,MEAGAN BOLTON SUNN,100.0,True
lobbyist_99335,lobbyist_63576,NOE GARCIA,NOE GARCIA,100.0,True
lobbyist_64723,lobbyist_107361,MARGARET GILLEY,MARGARET GILLEY,100.0,True
lobbyist_72327,lobbyist_53311,KATHLEEN HATFIELD,KATHLEEN HATFIELD,100.0,True
lobbyist_95453,lobbyist_141796,SHANE SKELTON,SHANE SKELTON,100.0,True
lobbyist_140255,lobbyist_148346,CHRISTOPHER BUKI,CHRISTOPHER BUKI,100.0,True
lobbyist_61636,lobbyist_148751,SHIMON STEIN,SHIMON STEIN,100.0,True
lobbyist_139011,lobbyist_66342,BYRON WILLIAMS,BYRON WILLIAMS,100.0,True
lobbyist_92108,lobbyist_70633,THOMAS SANTOS,THOMAS SANTOS,100.0,True
lobbyist_64461,lobbyist_145136,ALLISON NYHOLM,ALLISON NYHOLM,100.0,True
firm_401105176,lobbyist_120268,CHRISTINE POLLACK,CHRISTINE POLLACK,100.0,True
lobbyist_54769,lobbyist_123642,BLAIR LARKINS,BLAIR LARKINS,100.0,True
lobbyist_69598,lobbyist_59342,HEATHER MCHUGH,HEATHER MCHUGH,100.0,True
lobbyist_108971,lobbyist_62673,JACK CAMPBELL,JACK CAMPBELL,100.0,True
lobbyist_108248,lobbyist_66085,COLIN ROSKEY,COLIN ROSKEY,100.0,True
lobbyist_62753,lobbyist_144665,JOHN O'NEILL,JOHN O'NEILL,100.0,True
lobbyist_43651,lobbyist_141474,JOHN RUSSELL,JOHN RUSSELL,100.0,True
lobbyist_59712,lobbyist_147508,BRIAN DIFFELL,BRIAN DIFFELL,100.0,True
lobbyist_61635,lobbyist_148750,ASHLEY DAVIS,ASHLEY DAVIS,100.0,True
firm_401103740,lobbyist_62590,ALYCIA FARRELL,ALYCIA FARRELL,100.0,True
lobbyist_70011,lobbyist_61804,BEAU SCHUYLER,BEAU` SCHUYLER,96.3,True
lobbyist_146514,lobbyist_107299,MIKE SMULLEN,MIKE MULLEN,95.65,True
lobbyist_65705,lobbyist_141699,LINDSAY FRYER,LINDSAY FRYER,100.0,True
lobbyist_145587,lobbyist_143124,JAMES OBRIEN,JAMES O'BRIEN,96.0,True
lobbyist_73823,lobbyist_64208,CHESTER LOTT,CHESTER LOTT,100.0,True
lobbyist_93440,lobbyist_67963,LUCIA ALONZO,LUCIA ALONZO,100.0,True
lobbyist_139042,lobbyist_45998,CHRIS FISH,CHRIS FISH,100.0,True
lobbyist_60557,lobbyist_146347,HEIDE BAJNRAUH,HEIDE BAJNRAUH,100.0,True
lobbyist_62769,lobbyist_100880,JEFFERY MORE,JEFFERY MORE,100.0,True
lobbyist_107209,lobbyist_55133,STEPHEN BORG,STEPHEN BORG,100.0,True
lobbyist_73439,lobbyist_73434,KAITLYNN GLOVER,KAITLYNN GLOVER,100.0,True
lobbyist_55738,lobbyist_121856,STEPHEN WARD,STEPHEN WARD,100.0,True
lobbyist_61496,lobbyist_145519,MATT GALL,MATT GALL,100.0,True
lobbyist_64322,lobbyist_71993,BRIAN MCLAUGHLIN,BRIAN LAUGHLIN,93.33,True
lobbyist_70116,lobbyist_148752,CRAIG KALKUT,CRAIG KALKUT,100.0,True
lobbyist_67931,lobbyist_70519,SHAWN BROWN,SHAWN BROWN,100.0,True
lobbyist_142682,lobbyist_72617,JAMES MORAN,JAMES MORAN,100.0,True
lobbyist_73075,lobbyist_145804,ALANNA TEMME,ALANNA TEMME,100.0,True
lobbyist_68586,lobbyist_58023,STEPHEN REPLOGLE,STEPHEN REPLOGLE,100.0,True
firm_401104434,lobbyist_68608,KEVIN KAYES,KEVIN KAYES,100.0,True
lobbyist_63740,lobbyist_147480,JUSTIN RUBIN,JUSTIN RUBIN,100.0,True
lobbyist_140808,lobbyist_72844,SONJA NESBIT,SONJA NESBIT,100.0,True
lobbyist_107248,lobbyist_64203,ROBERT CRAMER,ROBERT KRAMER,92.31,True
lobbyist_140779,lobbyist_66797,BENJAMIN ODENDAHL,BENJAMIN ODENDAHL,100.0,True
lobbyist_138543,lobbyist_72457,MADISON SMITH,MADISON SMITH,100.0,True
lobbyist_71629,lobbyist_139678,MAX ROSEN,MAX ROSEN,100.0,True
lobbyist_72863,lobbyist_143716,NEAL PATEL,NEAL PATEL,100.0,True
lobbyist_47432,lobbyist_49633,TIMOTHY YEHL,TIMOTHY YEHL,100.0,True
lobbyist_141838,lobbyist_85114,VIRGILIO BARRERA,VIRGILIO BARRERA,100.0,True
lobbyist_59694,lobbyist_151484,LESLIE POLLNER,LESLIE POLLNER,100.0,True
lobbyist_62562,lobbyist_92812,DARIS MEEKS,DARIS MEEKS,100.0,True
lobbyist_44665,lobbyist_148619,ESTUARDO RODRIGUEZ,ESTUARDO RODRIGUEZ,100.0,True
lobbyist_65412,lobbyist_139040,STEPHEN AARON,STEPHEN AARON,100.0,True
lobbyist_72129,lobbyist_141801,JEFFREY DENHAM,JEFFREY DENHAM,100.0,True
lobbyist_113477,lobbyist_148817,KATIE HAZLETT,KATIE HAZLETT,100.0,True
lobbyist_63570,lobbyist_151168,GEORGE MCELWEE,GEORGE MCELWEE,100.0,True
lobbyist_67865,lobbyist_42212,KYLE GILSTER,KYLE GILSTER,100.0,True
lobbyist_59987,lobbyist_93486,ROBERT RUSSELL,ROBERT RUSSELL,100.0,True
lobbyist_64736,lobbyist_67028,JON GANS,JON GANS,100.0,True
lobbyist_58258,lobbyist_102874,ROLAND LITTERST,ROLAND LITTERST,100.0,True
lobbyist_71611,lobbyist_67315,D STROUD,D STROUD,100.0,True
lobbyist_72848,lobbyist_68366,PATRICK ANDERSON,PATRICK ANDERSON,100.0,True
lobbyist_47486,lobbyist_1008,MICHAEL HUTTON,MICHAEL HUTTON,100.0,True
lobbyist_75019,lobbyist_67903,HAYDEN ROGERS,HAYDEN ROGERS,100.0,True
lobbyist_9077,lobbyist_45606,ANDREW QUINN,ANDREW QUINLAN,92.31,True
lobbyist_138930,lobbyist_64115,CHANNON HANNA,CHANNON HANNA,100.0,True
lobbyist_73822,lobbyist_64214,JOHN BREAUX,JOHN BREAUX,100.0,True
lobbyist_139305,lobbyist_70962,WESLEY MCCLELLAND,WESLEY MCCLELLAND,100.0,True
lobbyist_70066,lobbyist_20959,GREG MESACK,GREG MESACK,100.0,True
lobbyist_138698,lobbyist_57245,JAIME STEVE,JAIME STEVE,100.0,True
lobbyist_142738,lobbyist_70664,ROBERT SMITH,ROBERT SMITH,100.0,True
lobbyist_66648,lobbyist_138222,MICHAEL DROBAC,MICHAEL DROBAC,100.0,True
lobbyist_61699,lobbyist_148839,KEITH PEMRICK,KEITH PEMRICK,100.0,True
lobbyist_69999,lobbyist_18850,JOHN LADD,JOHN LADD,100.0,True
lobbyist_72006,lobbyist_62704,JOHN BRENNAN,JOHN BRENNAN,100.0,True
lobbyist_73822,lobbyist_2649,JOHN BREAUX,JOHN BREAUX,100.0,True
lobbyist_16739,lobbyist_53465,TIM STEWART,TIM STEWART,100.0,True
lobbyist_140799,lobbyist_71689,KATHERINE FLOCKEN,KATHERINE FLOCKEN,100.0,True
lobbyist_92853,lobbyist_67269,NICOLE MORTIER,NICOLE MORTIER,100.0,True
lobbyist_61346,lobbyist_148098,ALEIX JARVIS,ALEIX JARVIS,100.0,True
lobbyist_73823,lobbyist_68620,CHESTER LOTT,CHESTER LOTT,100.0,True
lobbyist_72554,lobbyist_91523,MARK MURRAY,MARK MURRAY,100.0,True
lobbyist_72689,lobbyist_58233,DAVID ROBERTSON,DAVID ROBERTSON,100.0,True
lobbyist_57081,lobbyist_63150,DAVID CONNOLLY,DAVID CONNOLLY,100.0,True
lobbyist_67163,lobbyist_148596,LAUREN FLYNN,LAUREN FLYNN,100.0,True
lobbyist_127340,lobbyist_62645,DARIN GARDNER,DARIN GARDNER,100.0,True
lobbyist_48964,lobbyist_148657,ALEXANDER LURIE,ALEXANDER LURIE,100.0,True
lobbyist_49187,lobbyist_49141,MATTHEW HAWTHORNE,MATTHEW HAWTHORNE,100.0,True
lobbyist_71392,lobbyist_63544,CHRISTOPHER MCCANNELL,CHRISTOPHER MCCANNELL,100.0,True
lobbyist_67353,lobbyist_83928,JEFFREY WEISS,JEFFREY WEISS,100.0,True
lobbyist_107379,lobbyist_141798,PATRICK CURRIER,PATRICK CURRIER,100.0,True
lobbyist_62724,lobbyist_66442,CHARLES BASS,CHARLES BASS,100.0,True
lobbyist_70727,lobbyist_48127,NICOLE VENABLE,NICOLE VENABLE,100.0,True
lobbyist_47664,lobbyist_138890,SCOTT WEAVER,SCOTT WEAVER,100.0,True
lobbyist_140808,lobbyist_64193,SONJA NESBIT,SONJA NESBIT,100.0,True
lobbyist_58980,lobbyist_62807,MATT SMITH,MATT SMITH,100.0,True
lobbyist_101288,lobbyist_63397,KATHLEEN NICHOLAS,KATHLEEN NICHOLAS,100.0,True
lobbyist_142027,lobbyist_94472,LETICIA MEDEROS,LETICIA MEDEROS,100.0,True
lobbyist_146110,lobbyist_107180,LUCIA PANZA,LUCIA PANZA,100.0,True
lobbyist_69530,lobbyist_139853,TIMOTHY LYNCH,TIMOTHY LYNCH,100.0,True
lobbyist_59003,lobbyist_53695,ERIC BERGER,ERIC BERGER,100.0,True
lobbyist_69733,lobbyist_136185,JOHN RICHTER,JOHN RICHTER,100.0,True
lobbyist_87055,lobbyist_139502,CALLAN SMITH,CALLAN SMITH,100.0,True
lobbyist_46579,lobbyist_143150,DAVID RANSOM,DAVID RANSOM,100.0,True
lobbyist_73658,lobbyist_65508,TIMOTHY MARTIN,TIMOTHY MARTIN,100.0,True
lobbyist_146494,lobbyist_86533,TONY SHIVERS,TONY SHIVERS,100.0,True
lobbyist_95891,lobbyist_39006,DAVID CRANE,DAVID CRANE,100.0,True
lobbyist_7466,lobbyist_100298,JANET ANDERSON,JANET ANDERSON,100.0,True
lobbyist_57952,lobbyist_97373,NELEEN EISINGER,NELEEN EISINGER,100.0,True
lobbyist_151949,lobbyist_142066,JACK WILKINSON,JACK WILKINSON,100.0,True
lobbyist_72282,lobbyist_93549,JONATHAN JACKSON,JONATHAN JACKSON,100.0,True
lobbyist_96737,lobbyist_96535,RENUKA NAGARAJ,RENUKA NAGARAJ,100.0,True
lobbyist_72000,lobbyist_70092,TRAVIS JOHNSON,TRAVIS JOHNSON,100.0,True
lobbyist_72451,lobbyist_147183,KEVIN DOWLING,KEVIN DOWLING,100.0,True
lobbyist_143156,lobbyist_63484,JOHN MARTIN,JOHN MARTIN,100.0,True
lobbyist_65209,lobbyist_90634,KATHERINE DAPPER,KATHERINE DAPPER,100.0,True
lobbyist_107329,lobbyist_70325,MICHAEL BAIN,MICHAEL BAIN,100.0,True
lobbyist_71422,lobbyist_141169,ELIZABETH THOMPSON,ELIZABETH THOMPSON,100.0,True
lobbyist_146563,lobbyist_141444,JEFFREY BECKER,JEFFREY BECKER,100.0,True
lobbyist_139756,lobbyist_57075,JOSHUA ODINTZ,JOSHUA ODINTZ,100.0,True
lobbyist_147374,lobbyist_93553,JUSTIN KINTZ,JUSTIN KINTZ,100.0,True
lobbyist_65056,lobbyist_61712,STEVE STALLMER,STEVE STALLMER,100.0,True
firm_401105176,lobbyist_70110,CHRISTINE POLLACK,CHRISTINE POLLACK,100.0,True
lobbyist_72847,lobbyist_146764,PETER ROSKAM,PETER ROSKAM,100.0,True
lobbyist_143856,lobbyist_121624,IVELISSE PORROA-GARCIA,IVELISSE PORROA-GARCIA,100.0,True
lobbyist_139440,lobbyist_153004,FILEMON VELA,FILEMON VELA,100.0,True
lobbyist_69972,lobbyist_59375,RUSSELL SULLIVAN,RUSSELL SULLIVAN,100.0,True
lobbyist_142738,lobbyist_42578,ROBERT SMITH,ROBERT SMITH,100.0,True
lobbyist_52492,lobbyist_46519,JOHN FLYNN,JOHN FLYNN,100.0,True
lobbyist_66112,lobbyist_73046,KATHERINE RAAB,KATHERINE RAAB,100.0,True
lobbyist_66028,lobbyist_107646,TIMOTHY CASEY,TIMOTHY CASEY,100.0,True
lobbyist_138827,lobbyist_149321,MICHAEL WILLIAMS,MICHAEL WILLIAMS,100.0,True
lobbyist_72000,lobbyist_63833,TRAVIS JOHNSON,TRAVIS JOHNSON,100.0,True
lobbyist_57610,lobbyist_71883,KAREN STONE,KAREN STONE,100.0,True
lobbyist_138132,lobbyist_151485,JOE O'BRIEN,JOE O'BRIEN,100.0,True
lobbyist_138381,lobbyist_59997,SCOTT TOMINOVICH,SCOTT TOMINOVICH,100.0,True
lobbyist_53228,lobbyist_61715,GERALD WELLER,GERALD WELLER,100.0,True
lobbyist_71592,lobbyist_61728,JOSHUA NOVOTNEY,JOSHUA NOVOTNEY,100.0,True
lobbyist_140497,lobbyist_65336,ANDREW NEWHART,ANDREW NEWHART,100.0,True
lobbyist_138535,lobbyist_70165,SARAH STEVENS,SARAH STEVENS,100.0,True
lobbyist_81578,lobbyist_146730,JESSICA MONAHAN,JESSICA MONAHAN,100.0,True
lobbyist_72184,lobbyist_62771,NORMA KRAYEM,NORMA KRAYEM,100.0,True
lobbyist_142682,lobbyist_63732,JAMES MORAN,JAMES MORAN,100.0,True
lobbyist_3250,lobbyist_72369,KRISTINA KENNEDY,KRISTINA KENNEDY,100.0,True
lobbyist_144769,lobbyist_67512,HAWLEY STANTON,HAWLEY STANTON,100.0,True
lobbyist_59073,lobbyist_139638,CATLIN O'NEILL,CATLIN O'NEILL,100.0,True
lobbyist_64828,lobbyist_140160,CLARE CHMIEL,CLARE CHMIEL,100.0,True
lobbyist_58935,lobbyist_143086,YVETTE FONTENOT,YVETTE FONTENOT,100.0,True
lobbyist_58838,lobbyist_147376,MATTHEW PEARCE,MATTHEW PEARCE,100.0,True
lobbyist_148380,lobbyist_145897,TIMOTHY MONAHAN,TIMOTHY MONAHAN,100.0,True
lobbyist_141843,lobbyist_146057,CARLOS FLORES,CARLOS FLORES,100.0,True
lobbyist_69909,lobbyist_106918,EDWARD HILL,EDWARD HILL,100.0,True
lobbyist_66867,lobbyist_138133,THOMAS WHARTON,THOMAS WHARTON,100.0,True
lobbyist_146514,lobbyist_150146,MIKE SMULLEN,MIKE MULLEN,95.65,True
lobbyist_66487,lobbyist_38367,MICHAEL LEWAN,MICHAEL LEWAN,100.0,True
lobbyist_70223,lobbyist_73445,KRISTEN O'NEILL,KRISTEN O'NEILL,100.0,True
lobbyist_138037,lobbyist_74045,ALLEN MESSER,ALLEN MESSER,100.0,True
firm_400396870,lobbyist_47001,MICHAEL STRACHN,MICHAEL STRACHN,100.0,True
lobbyist_79283,lobbyist_69936,MEGAN HERBER,MEGAN HERBER,100.0,True
lobbyist_51334,lobbyist_138066,MICHAEL MCHUGH,MICHAEL MCHUGH,100.0,True
lobbyist_147477,lobbyist_140766,JAMES LAI,JAMES LAI,100.0,True
lobbyist_58486,lobbyist_148885,JENNIFER DIONNE,JENNIFER DIONNE,100.0,True
lobbyist_140295,lobbyist_150452,COLE ROJEWSKI,COLE ROJEWSKI,100.0,True
lobbyist_7527,lobbyist_16816,WALKER ROBERTS,ROBERT WALKER,96.3,True
lobbyist_54736,lobbyist_73086,DANIEL MAUER,DANIEL MAUER,100.0,True
lobbyist_147946,lobbyist_140241,KEVIN GLUBA,KEVIN GLUBA,100.0,True
lobbyist_61219,lobbyist_148813,MICHAEL LIPTAK,MICHAEL LIPTAK,100.0,True
lobbyist_54797,lobbyist_151032,JAMES HALL,JAMES HALL,100.0,True
lobbyist_67461,lobbyist_97815,SHAVENOR WINTERS,SHAVENOR WINTERS,100.0,True
lobbyist_72029,lobbyist_53633,GREG LANKLER,GREG LANKLER,100.0,True
lobbyist_142674,lobbyist_69267,KEVIN JONES,KEVIN JONES,100.0,True
lobbyist_49789,lobbyist_138225,MARGEAUX PLAISTED,MARGEAUX PLAISTED,100.0,True
lobbyist_54073,lobbyist_140804,SUSAN NELSON,SUSAN NELSON,100.0,True
lobbyist_70135,lobbyist_64610,RODNEY WHITLOCK,RODNEY WHITLOCK,100.0,True
lobbyist_106083,lobbyist_109351,KICHELLE WEBSTER,KICHELLE WEBSTER,100.0,True
lobbyist_41063,lobbyist_145972,MICHAEL DAVIS,MICHAEL DAVIN,92.31,True
lobbyist_61476,lobbyist_146717,MAUREEN WALSH,MAUREEN WALSH,100.0,True
lobbyist_70029,lobbyist_48185,BRENT HEBERLEE,BRENT HEBERLEE,100.0,True
lobbyist_56745,lobbyist_53625,LAURA EUGSTER DOYLE,LAURA EUGSTER DOYLE,100.0,True
lobbyist_63760,lobbyist_65941,JERR ROSENBAUM,JERR ROSENBAUM,100.0,True
lobbyist_56689,lobbyist_65942,TIMOTHY HANNEGAN,TIMOTHY HANNEGAN,100.0,True
lobbyist_65124,lobbyist_71899,LUKE ALBEE,LUKE ALBEE,100.0,True
lobbyist_53559,lobbyist_121007,KERRY FEEHERY,KERRY FEEHERY,100.0,True
lobbyist_140868,lobbyist_145806,BRADLEY HOWARD,BRADLEY HOWARD,100.0,True
lobbyist_79398,lobbyist_148054,GREGG HARPER,GREGG HARPER,100.0,True
firm_401027897,lobbyist_148171,JAMES EDWARDS,JAMES EDWARDS,100.0,True
lobbyist_62044,lobbyist_151132,TYLER STEPHENS,TYLER STEPHENS,100.0,True
firm_400861526,lobbyist_55646,MARIA FREESE,MARIA FREESE,100.0,True
lobbyist_138042,lobbyist_63686,JENNIFER KAUFMANN,JENNIFER KAUFMAN,96.97,True
lobbyist_142419,lobbyist_69414,SAUL HERNANDEZ,SAUL HERNANDEZ,100.0,True
lobbyist_66974,lobbyist_140162,ERIC BUNNING,ERIC BUNNING,100.0,True
lobbyist_138543,lobbyist_151430,MADISON SMITH,MADISON SMITH,100.0,True
lobbyist_72167,lobbyist_68116,MICHAELA CAMPBELL,MICHAELA CAMPBELL,100.0,True
lobbyist_52283,lobbyist_71356,ROBERT HARRIS,ROBERT HARRIS,100.0,True
lobbyist_69841,lobbyist_73399,MARA STARK-ALCALA,MARA STARK-ALCALA,100.0,True
lobbyist_141802,lobbyist_107928,JORDAN COOPER,JORDAN COOPER,100.0,True
lobbyist_138148,lobbyist_66237,ALI BEDFORD,ALI BEDFORD,100.0,True
lobbyist_66317,lobbyist_71460,JAMIE WALL,JAMIE WALL,100.0,True
lobbyist_72327,lobbyist_71515,KATHLEEN HATFIELD,KATHLEEN HATFIELD,100.0,True
lobbyist_150293,lobbyist_80647,BRETT MEEKS,BRETT MEEKS,100.0,True
lobbyist_70895,lobbyist_105622,RONTEL BATIE,RONTEL BATIE,100.0,True
lobbyist_61765,lobbyist_141841,ROBERT EPPLIN,ROBERT EPPLIN,100.0,True
lobbyist_72918,lobbyist_142903,DENA GRAZIANO,DENA GRAZIANO,100.0,True
lobbyist_65072,lobbyist_149020,KYLE CORMNEY,KYLE CORMNEY,100.0,True
lobbyist_67663,lobbyist_115610,JULIANE SULLIVAN,JULIANE SULLIVAN,100.0,True
lobbyist_70221,lobbyist_139778,ROBERT YEAKEL,ROBERT YEAKEL,100.0,True
lobbyist_139974,lobbyist_140855,VENKATASATYA KROVI,VENKATASATYA KROVI,100.0,True
lobbyist_19132,lobbyist_47614,MICHAEL HERSON,MICHAEL HERSON,100.0,True
lobbyist_69669,lobbyist_64810,DANIEL FERNANDEZ,DANIEL FERNANDEZ,100.0,True
lobbyist_144775,lobbyist_71424,WILLIAM ELAM,WILLIAM ELAM,100.0,True
lobbyist_69547,lobbyist_140434,NICK SUTTER,NICK SUTTER,100.0,True
lobbyist_94979,lobbyist_141571,TREY FORSYTH,TREY FORSYTH,100.0,True
lobbyist_107290,lobbyist_147031,SHAWN BLOCH,SHAWN BLOCH,100.0,True
lobbyist_72554,lobbyist_17765,MARK MURRAY,MARK MURRAY,100.0,True
lobbyist_100549,lobbyist_61647,CHRISTOPHER WALL,CHRISTOPHER WALL,100.0,True
lobbyist_60929,lobbyist_73417,KALEB FROEHLICH,KALEB FROEHLICH,100.0,True
lobbyist_65531,lobbyist_138815,LORI PICKFORD,LORI PICKFORD,100.0,True
lobbyist_150453,lobbyist_142061,TODD WILLENS,TODD WILLENS,100.0,True
lobbyist_62637,lobbyist_143152,RODERICK HALL,RODERICK HALL,100.0,True
lobbyist_101273,lobbyist_148653,MELISSA GATEWOOD,MELISSA GATEWOOD,100.0,True
lobbyist_52283,lobbyist_40726,ROBERT HARRIS,ROBERT HARRIS,100.0,True
lobbyist_69788,lobbyist_62121,THOMAS MICHELS,THOMAS MICHELS,100.0,True
lobbyist_140527,lobbyist_72557,EMINENCE GRIFFIN,EMINENCE GRIFFIN,100.0,True
lobbyist_140756,lobbyist_73012,MOLLY O'LEARY,MOLLY O'LEARY,100.0,True
lobbyist_54857,lobbyist_107018,SHELBY HAGENAUER,SHELBY HAGENAUER,100.0,True
lobbyist_51342,lobbyist_139363,SANDRA SWIRSKI,SANDRA SWIRSKI,100.0,True
lobbyist_60621,lobbyist_145830,STEPHANIE MISSERT,STEPHANIE MISSERT,100.0,True
lobbyist_139125,lobbyist_71344,ROBERT SIMPSON,ROBERT SIMPSON,100.0,True
lobbyist_144395,lobbyist_72849,MICHAEL MINEIRO,MICHAEL MINEIRO,100.0,True
firm_401105872,lobbyist_93529,MICHAEL POWELSON,MICHAEL POWELSON,100.0,True
lobbyist_147524,lobbyist_121647,ERIC STEINER,ERIC STEINER,100.0,True
lobbyist_68803,lobbyist_146923,BRANDON CONSOLVO,BRANDON CONSOLVO,100.0,True
lobbyist_139075,lobbyist_149021,JOE MARINELLI,JOE MARINELLI,100.0,True
lobbyist_117729,lobbyist_149279,MICHAEL ANDREWS,MICHAEL ANDREWS,100.0,True
lobbyist_146780,lobbyist_69151,KIMBERLY LINTHICUM,KIMBERLY LINTHICUM,100.0,True
lobbyist_139709,lobbyist_91655,ELIZABETH CRADDOCK,ELIZABETH CRADDOCK,100.0,True
lobbyist_141559,lobbyist_142054,JODI CHANDLER,JODI CHANDLER,100.0,True
lobbyist_57457,lobbyist_73605,RYAN THOMPSON,RYAN THOMPSON,100.0,True
lobbyist_71192,lobbyist_121708,SEAN DUGAN,SEAN DUGGAN,95.24,True
lobbyist_149010,lobbyist_139734,REGINALD MCCRIMMON,REGINALD MCCRIMMON,100.0,True
lobbyist_147139,lobbyist_141533,KIMBERLY CORBIN,KIMBERLY CORBIN,100.0,True
lobbyist_72904,lobbyist_143911,KATELYNN BRADLEY,KATELYNN BRADLEY,100.0,True
lobbyist_147735,lobbyist_147751,LUCAS AGNEW,LUCAS AGNEW,100.0,True
lobbyist_15532,lobbyist_98823,STACEY HUGHES,STACEY HUGHES,100.0,True
lobbyist_149338,lobbyist_149304,RYAN JARMULA,RYAN JARMULA,100.0,True
lobbyist_108119,lobbyist_72021,JASON OLIN,JASON OLIN,100.0,True
lobbyist_121642,lobbyist_143847,GRANT BARBOSA,GRANT BARBOSA,100.0,True
lobbyist_79338,lobbyist_3238,JOSH ANDREWS,JOSHUA ANDREWS,92.31,True
lobbyist_138150,lobbyist_63885,SARA BARBA,SARA BARBA,100.0,True
lobbyist_67323,lobbyist_82893,EDWARD COX,EDWARD COX,100.0,True
lobbyist_66648,lobbyist_92834,MICHAEL DROBAC,MICHAEL DROBAC,100.0,True
lobbyist_73146,lobbyist_140450,KELLIE ADESINA,KELLIE ADESINA,100.0,True
lobbyist_143705,lobbyist_151486,ADRIANNA WILLIAMS,ADRIANA WILLIAMS,96.97,True
lobbyist_70523,lobbyist_26852,ERIN DUNCAN,ERIN DUNCAN,100.0,True
lobbyist_95891,lobbyist_55987,DAVID CRANE,DAVID CRANE,100.0,True
lobbyist_58199,lobbyist_59363,JAMES BARNETTE,JAMES BARNETT,96.3,True
lobbyist_68660,lobbyist_63577,MICHAEL GOO,MICHAEL GOO,100.0,True
lobbyist_65518,lobbyist_65353,WILLIAM SMITH,WILLIAM SMITH,100.0,True
lobbyist_138164,lobbyist_107203,ANDREW TABLER,ANDREW TABLER,100.0,True
lobbyist_145728,lobbyist_147162,BENJAMIN TURNER,BENJAMIN TURNER,100.0,True
lobbyist_100694,lobbyist_147653,ANKIT DESAI,ANKIT DESAI,100.0,True
lobbyist_135795,lobbyist_151567,TED MCCANN,TED MCCANN,100.0,True
lobbyist_138514,lobbyist_57135,JOHN CLINE,JOHN CLINE,100.0,True
lobbyist_137568,lobbyist_139914,SIGRID JOHANNES,SIGRID JOHANNES,100.0,True
lobbyist_71665,lobbyist_142228,DAVID BONELLI,DAVID BONELLI,100.0,True
lobbyist_103033,lobbyist_63284,TRAVIS LUCAS,TRAVIS LUCAS,100.0,True
lobbyist_140915,lobbyist_69540,CHRISTOPHER FAY,CHRISTOPHER FAY,100.0,True
lobbyist_100694,lobbyist_138269,ANKIT DESAI,ANKIT DESAI,100.0,True
lobbyist_7,lobbyist_142760,SHANTI STANTON,SHANTI STANTON,100.0,True
lobbyist_147196,lobbyist_143780,MARGARET FRENCH,MARGARET FRENCH,100.0,True
lobbyist_72596,lobbyist_152068,JAMES JOHNSON,JAMES JOHNSON,100.0,True
lobbyist_68997,lobbyist_63609,CYNTHIA BROWN,CYNTHIA BROWN,100.0,True
lobbyist_142919,lobbyist_69355,PHILLIP FORDHAM,PHILLIP FORDHAM,100.0,True
lobbyist_57783,lobbyist_139884,MICHAEL GRUBER,MICHAEL GRUBER,100.0,True
lobbyist_79175,lobbyist_150266,JOSH JORGENSEN,JOSH JORGENSEN,100.0,True
lobbyist_69575,lobbyist_65294,ALLEN JAMERSON,ALLEN JAMERSON,100.0,True
lobbyist_65057,lobbyist_68769,JASON GOGGINS,JASON GOGGINS,100.0,True
lobbyist_149999,lobbyist_101989,ROBERT BUTORA,ROBERT BUTORA,100.0,True
lobbyist_66028,lobbyist_138507,TIMOTHY CASEY,TIMOTHY CAREY,92.31,True
lobbyist_99715,lobbyist_139178,MATTHEW HASKINS,MATTHEW HASKINS,100.0,True
lobbyist_147104,lobbyist_147506,HAILEY MILLER,HAILEY MILLER,100.0,True
lobbyist_92710,lobbyist_46371,BRIAN SMITH,BRIAN SMITH,100.0,True
lobbyist_85412,lobbyist_60886,ANDREW JONES,ANDREW JONES,100.0,True
lobbyist_85325,lobbyist_68452,JASON LARRABEE,JASON LARRABEE,100.0,True
firm_401104871,lobbyist_70037,DAVID KILIAN,DAVID KILIAN,100.0,True
lobbyist_149082,lobbyist_73366,COLIN BRAINARD,COLIN BRAINARD,100.0,True
lobbyist_141688,lobbyist_77410,JEFF MILLER,JEFF MILLER,100.0,True
lobbyist_141593,lobbyist_101795,THOMAS KAHN,THOMAS KAHN,100.0,True
lobbyist_54439,lobbyist_150455,JON HROBSKY,JON HROBSKY,100.0,True
lobbyist_69566,lobbyist_151568,JORGE CASTRO,JORGE CASTRO,100.0,True
lobbyist_71702,lobbyist_73689,TROY LYONS,TROY LYONS,100.0,True
lobbyist_65402,lobbyist_140906,KARLA THIEMAN,KARLA THIEMAN,100.0,True
